estimand,contrast,ensembl,symbol,baseMean,log2FoldChange,lfcSE,ci95_low,ci95_high,stat,pvalue,padj,direction,feature_universe,symbol_mapping,estimand_note
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000001,Gnai3,38.85984227226444,0.287984308269845,0.17426503292633994,-0.053568880030467836,0.6295374965701579,1.652565081094456,0.09841940965660417,0.9998952075563796,More positive in combined exposure,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000028,Cdc45,3.990416260775678,0.5531015417962041,0.6119446014217341,-0.6462878375241127,1.7524909211165207,0.9038425055326582,0.36607891938791853,0.9998952075563796,More positive in combined exposure,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000037,Scml2,0.615872622507062,-0.05331837280276464,1.6652748030910403,-3.3171970112232327,3.2105602656177035,-0.03201776229592644,0.9744578858953069,0.9998952075563796,More positive in source-labelled control,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000056,Narf,46.7400995487851,-0.4218084918241526,0.38488472369515025,-1.1761686884662967,0.33255170481799157,-1.0959346158883874,0.27310738903660164,0.9998952075563796,More positive in source-labelled control,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000058,Cav2,1.0335718587748388,1.1378653679170752,1.1569693313843439,-1.129752852813625,3.4054835886477752,0.9834879257824316,0.32536735495673036,0.9998952075563796,More positive in combined exposure,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000078,Klf6,214.210201508341,-0.12684179941548784,0.3606547765208664,-0.8337121722487277,0.5800285734177519,-0.35169865387364185,0.7250642702035403,0.9998952075563796,More positive in source-labelled control,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000085,Scmh1,28.574311842816826,0.10899018472828419,0.3138169544142019,-0.5060797436615992,0.7240601131181675,0.34730495977100656,0.7283622250710737,0.9998952075563796,More positive in combined exposure,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000088,Cox5a,18.626054101601255,0.14293776810770137,0.20654408358234855,-0.2618811969335323,0.547756733148935,0.6920448440282362,0.48890916760972397,0.9998952075563796,More positive in combined exposure,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000094,Tbx4,1.052186812554437,-1.180654915797399,1.011673891068784,-3.1634993063917127,0.8021894747969147,-1.1670311216098448,0.24319780161144178,0.9998952075563796,More positive in source-labelled control,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,ENSMUSG00000000103,Zfy2,0.6365289885848466,0.7276951670521961,1.3028821682371061,-1.8259069587919867,3.2812972928963786,0.5585272289333887,0.5764844164466367,0.9998952075563796,More positive in combined exposure,"23,732 Ensembl features with >=10 total counts across 17 old 48 h animals",org.Mm.eg.db 3.22.0; multiVals=first,"Old animals, 48 h: isoflurane-plus-laparotomy versus source-labelled control"
